Paste volume per aperture,Stencil thickness,Paste viscosity,Ambient RH,Ambient temperature,board_number,hour_of_day,stencil_batch
0.04086394270886572,102.94721814215487,195.0301453993111,45.068970749123245,22.57855794072233,0,42.0,0
0.03959276192231294,103.91712978247585,235.625979648363,37.25390594769202,22.363260509967148,1,42.003125,0
0.039193970346048004,100.84869311146858,199.37985560502426,38.752159269926814,24.148204316764957,2,42.00625,0
0.03902200449045213,99.96185913113652,191.48859074893187,41.37076144689693,23.86306483131099,3,42.009375,0
0.042549225867617196,104.51405285835297,177.1756552073596,41.92899296993272,24.606300936142024,4,42.0125,0
0.04019292939822106,100.95022441537125,180.5855282045154,43.57740458430002,23.89419293245976,5,42.015625,0
0.038953442261790906,103.62993398730174,240.45108112704145,32.798469669521765,23.358769547275884,6,42.01875,0
0.037876567511387925,100.40771172189746,207.6403937308831,29.636322893873476,26.28515260081687,7,42.021875,0
0.04128442649290409,103.76445119915972,192.59911595139098,40.28669990960367,24.122684512912514,8,42.025,0
0.03874796368979693,100.40319879340689,207.86682088801365,43.369569258468715,22.26356586601242,9,42.028125,0
0.0405636843257264,102.31594579180886,184.78315394836486,40.304526235012325,24.586831949088083,10,42.03125,0
0.04161979010250559,102.77805281299104,171.0709010709303,43.41519025535144,24.527911468188492,11,42.034375,0
0.039166564740398355,101.17782378174807,196.20542058567722,34.80344633122939,25.48292643000323,12,42.0375,0
0.04235892953130552,104.51641150499076,187.09422841021527,46.2555828492481,22.71974649589242,13,42.040625,0
0.04062858103901873,104.88711879854193,222.1196990347951,38.51155165057104,22.814183872022177,14,42.04375,0
0.041429547903454635,103.79316865180854,188.88650942638915,40.57909957310076,24.25780070897115,15,42.046875,0
0.03961792124365803,102.3337922403903,218.29125167007578,42.48718804957228,21.883239315813864,16,42.05,0
0.03912728611254796,102.57107672890493,224.74598462053814,37.04484768643674,23.070946325820984,17,42.053125,0
0.04016884850259521,103.6808351328939,211.4561745533231,35.21014670904535,24.428362388381224,18,42.05625,0
0.03745448552031464,100.08886914945849,226.06162550445907,37.198515822187076,22.92864393925727,19,42.059375,0
0.03753822349227751,99.23621050963492,209.0805433942844,36.35410474992993,24.2181312710084,20,42.0625,0
0.040702771985939315,105.40935843622223,228.98880462762023,36.78481411889298,22.893055537577233,21,42.065625,0
0.03666265116186141,98.87355678463527,225.12409875584,39.45513812889794,22.312143189601503,22,42.06875,0
0.04052448601717429,102.72233778486067,188.21817941215232,38.51631186326511,24.882625140101563,23,42.071875,0
0.0413758542594059,102.43092867581412,182.235879459048,46.41229414404343,22.95649287516568,24,42.075,0
0.04380989379010033,104.7572423797315,150.27003248330178,45.19358054385032,25.287643515626538,25,42.078125,0
0.03730290679850228,99.63405795137298,215.0380634112691,34.190905931943,24.472825018336714,26,42.08125,0
0.042695825195068995,103.91232263345819,163.84602323618066,45.00345315102182,24.4977463807254,27,42.084375,0
0.040395624628106516,104.34030601791838,210.12112357559704,32.48289793308949,25.296166776696772,28,42.0875,0
0.04135983677050812,101.98290788579595,159.79359986877824,41.33093419776579,25.80613524431802,29,42.090625,0
0.0404356861393366,103.12473084083547,198.61632019079053,37.83019800328001,24.439035499502136,30,42.09375,0
0.0387575173861458,103.42919723468988,245.17462479211295,33.85185933241119,22.733534038997618,31,42.096875,0
0.03830472089962994,101.56785160287666,233.81925167671355,38.60623345001656,22.03668858247436,32,42.1,0
0.04071795633368546,104.02492535001929,220.751262268802,44.104496264535086,21.25014907857845,33,42.103125,0
0.0384528536156117,99.62215845495555,196.84647727698237,40.53852703005889,23.73665536584349,34,42.10625,0
0.04143873278538204,103.68771223860551,198.3204155889783,45.62287570501492,22.186365028681458,35,42.109375,0
0.041088233020943755,102.20078205574136,170.07466839446445,40.759610874706006,25.33269265214731,36,42.1125,0
0.04124187224635703,104.08978867810036,198.5018184050817,38.948021442023844,24.121195305077073,37,42.115625,0
0.03922336954785924,102.57121755953376,222.27356107712652,36.10894090798018,23.47561946282812,38,42.11875,0
0.04067018855572743,101.74534850816909,180.31540467019968,43.53950423068328,23.887581755878365,39,42.121875,0
0.04062230516167761,103.58201416943426,211.85385434071787,43.7624238159163,21.884328397509954,40,42.125,0
0.03836882621420281,101.26877575971676,224.56659636016536,39.02063726964198,22.470877496894612,41,42.128125,0
0.04099295880997947,104.70088649321124,218.3811674056179,41.83872762624835,22.04722821755047,42,42.13125,0
0.04132008705675804,102.53631258040251,174.95155564902439,42.16040196453068,24.621248894843887,43,42.134375,0
0.04402592191115993,103.81185281097135,140.919255918892,49.41109547268171,24.61535231658674,44,42.1375,0
0.041894028835018235,104.20076089981838,180.17320434590954,37.85683428023505,25.56010463924723,45,42.140625,0
0.03872966187404656,101.23529713215726,213.69338622126222,37.39556998501304,23.612319031365328,46,42.14375,0
0.0411025852877813,100.68086837386315,157.14731594385086,46.18638473821183,24.532452409703293,47,42.146875,0
0.03862155626240365,100.69318300391694,211.5098233521293,41.30355225644755,22.598945101616174,48,42.15,0
0.039418196759525743,101.01850765870371,192.00203669361858,40.698740980057316,23.97513299884721,49,42.153125,0
0.0378069247826548,101.22472310586836,245.82654984790813,42.81130878906769,20.044994923202452,50,42.15625,0
0.03915776409006874,103.02970466953151,224.31570903879657,34.21928052706847,23.88334576216323,51,42.159375,0
0.03838777530760787,100.52794719434212,191.1466198284491,27.401314890303958,27.904050328028276,52,42.1625,0
0.037829711161301606,102.17737350940426,236.33407049061827,28.585420898200475,24.77997618371158,53,42.165625,0
0.04250682921358884,102.84736501106296,162.9383496554585,49.973997866943684,23.07371970698695,54,42.16875,0
0.04080374381303817,103.27779019271289,193.73106447571774,38.66437340948263,24.47141486302139,55,42.171875,0
0.0401974424971889,103.27518041398635,219.95122620236748,41.823078563574526,21.93837763292447,56,42.175,0
0.03660470310491624,98.62063658919215,226.61209143238742,38.7095872352755,22.405294335354217,57,42.178125,0
0.0396380097090875,101.20657305821078,190.41738009814125,40.095487503221506,24.242520145926147,58,42.18125,0
0.038794811484433374,102.18030351115914,226.84780446609363,38.243346742235474,22.540979727163936,59,42.184375,0
0.03855811598878281,100.03760800185657,205.63749903701716,42.79830274225982,22.509844418896158,60,42.1875,0
0.04020406935607817,104.08065075748965,217.31435323493386,35.82811842721855,23.84037639299213,61,42.190625,0
0.03962138367259082,103.26381420010786,227.3049400372046,40.2116764959608,21.9417282948265,62,42.19375,0
0.04003653231084072,103.13390131156008,209.82238047166612,37.74728605767672,23.736705942050026,63,42.196875,0
0.04016870660164773,103.1518466979573,204.16231908932815,38.68763967513297,23.805186111291246,64,42.2,0
0.037888142721832156,101.60596411548694,241.239645237333,37.80393281869756,21.773180987450907,65,42.203125,0
0.03997869899610453,101.0123348015346,184.8243642614092,41.69738952299419,24.11555266429085,66,42.20625,0
0.03974422079225356,100.8706966364534,185.41080245002237,41.35212874856568,24.174832987759356,67,42.209375,0
0.038569899183415766,101.09133123578087,216.60990398777292,37.91883033621594,23.255102840699678,68,42.2125,0
0.040403608091812,100.71548467589821,162.76420764863198,39.0737969407387,26.234594611502246,69,42.215625,0
0.040540766400154325,104.66713186295105,227.18918375939768,39.2135686101732,22.241038396190824,70,42.21875,0
0.038256284968423204,100.43293224887923,211.07072802447263,37.62128715027141,23.673950931050566,71,42.221875,0
0.04090330752935752,105.10262773576862,219.50056516188627,37.23226892030324,23.290313867806454,72,42.225,0
0.039302150946913736,101.79323371305296,209.29828500508518,38.803155418210466,23.444371006833524,73,42.228125,0
0.04004263093011478,102.89001471426147,217.39837593829031,44.27179848773113,21.3541078798669,74,42.23125,0
0.03866534036104258,102.00087847691069,226.58128219447684,39.4298981438733,22.189197481413053,75,42.234375,0
0.03853945864310621,99.95338183620238,187.38183792864965,32.901511930035596,26.50330616109294,76,42.2375,0
0.04026158226919274,102.90226862185904,215.61282903678583,46.18230803362192,20.904437516303542,77,42.240625,0
0.038437373285733906,101.2738277346916,212.33144950950808,35.20603412165625,24.291824734454586,78,42.24375,0
0.039183955437235116,99.14136913969186,184.3408805263612,47.40915832265431,22.456069305366448,79,42.246875,0
0.03722678699151524,98.63762762217846,210.43167606488353,38.51796407619371,23.43395813829034,80,42.25,0
0.04108333264616473,101.88070423640616,172.1305782329187,43.653629661644906,24.31358551644449,81,42.253125,0
0.04123772290706475,101.95971623562362,161.37699484648775,41.16191310337107,25.697862803042344,82,42.25625,0
0.038698145639656116,102.91242770933458,237.87289961489682,36.32683466270287,22.3962248085091,83,42.259375,0
0.04358429115361185,108.06232374093989,202.29716636432224,39.902132841903565,23.573028113273292,84,42.2625,0
0.04238048231177917,103.3077971714064,169.2459101455029,48.437506658168466,23.09789175696606,85,42.265625,0
0.037941939929588074,97.46792491551028,177.97232017286282,42.969678894505236,24.12293355745904,86,42.26875,0
0.04012887421250351,104.4401166253499,219.20147875730734,29.80674013770561,25.45835297449944,87,42.271875,0
0.04066801105288992,102.80994121475624,181.62663888505347,34.508536739364054,26.38996949578378,88,42.275,0
0.04116477195663107,103.82674025105506,191.8592140646565,36.92435910377761,25.061070624293148,89,42.278125,0
0.039890981264054666,103.32064995356406,211.56878069705664,35.06944365749788,24.37996737494298,90,42.28125,0
0.03862094386008913,100.66392819284908,202.15193181602464,34.97059152531767,24.977637242486782,91,42.284375,0
0.0434172772070579,105.64326554718565,170.48238856425806,41.8654828707435,24.942890109759965,92,42.2875,0
0.03961566411337309,102.59772242692063,218.39355032141282,39.647276718303765,22.622071969532875,93,42.290625,0
0.03952159827362533,98.69694762407325,153.7257263180017,42.42720077975231,25.770662579790947,94,42.29375,0
0.03956684771449493,102.49803919813232,215.34802425788632,42.62972268132758,21.927233346804236,95,42.296875,0
