,Paste volume per aperture,Stencil thickness,Paste viscosity,Ambient RH,mech causes,root causes
0,0.04033817820323603,0.09981762779990887,205.0688636876707,39.281138226023565,,
1,0.04088724646110464,0.09935499126318409,181.10339240317282,43.54765654990115,,
2,0.04007168033840534,0.09739279932623075,204.03999907423176,38.67337189786495,,
3,0.040161541989400654,0.09906504196448838,207.3913638101002,37.47913792680372,,
4,0.04020818448245032,0.10113290874814351,226.74820297245427,36.33188361576594,,
5,0.04001775603315741,0.09613131769422466,207.88612559652543,38.211013846826546,,
6,0.04156026228091227,0.09910880340750128,165.3211192577958,47.0906216785811,,
7,0.041454805362862675,0.0995625061389837,172.70429193937457,46.43044850194769,,
8,0.04019734290946713,0.10008136527930814,217.94029476448648,37.869227111059864,,
9,0.0402216843567762,0.09669843248523252,182.45441001541136,42.646762881934116,,
10,0.040552933923677856,0.10028005692141921,198.75758664534538,39.766926888205795,,
11,0.04124811451902539,0.10115564998066902,191.93050124472026,43.26249692888765,,
12,0.040112199352996765,0.0976590378409097,202.85187047297455,39.984628507565105,,
13,0.040575207812970276,0.10066986197858852,203.0920274451272,39.84371538172197,,
14,0.04017189192250533,0.09736394407055222,189.71072500329683,39.94051183529445,,
15,0.042436620177763645,0.09965061617708394,158.41889925926992,49.596442476269,,
16,0.040070606320290185,0.09793515040042179,212.81217514205014,39.051514735001355,,
17,0.041182952099273834,0.10243278396798691,203.6427497041047,40.46525786549535,,
18,0.040838881144969585,0.10138214195965113,202.1724397361818,40.48439544030577,,
19,0.04031227851969119,0.09607321086054993,170.81774013903024,44.55014600955795,,
20,0.041621689376683195,0.10458847913030957,211.37342788680363,37.46987671898067,,
21,0.04005727897152115,0.10010142245210274,228.70924973772853,32.88233256543133,,
22,0.04025010810711304,0.09818315697220727,198.64155691959547,42.20597212968542,,
23,0.04022828529692563,0.10071622508890725,217.33803847261893,35.789017856071986,,
24,0.04105798271249711,0.09928928360180075,175.0950543589831,44.04480487160652,,
25,0.0400313208402586,0.09892871203903365,226.34696228489105,34.20235356333542,,
26,0.04010439527753755,0.09849327117871895,210.97967032712836,38.31674602082774,,
27,0.0410585907426061,0.10230867990143874,203.537525682603,39.50044017436919,,
28,0.04068073738643808,0.09900650752764484,184.2745820335798,43.1399103778876,,
29,0.040338106270148874,0.09952490459282894,200.040814844995,38.919254048323424,,
30,0.04029003323860782,0.10160465390072151,219.87772785331597,34.46765866241159,,
31,0.041067193761091025,0.10149982852487165,195.9615431001013,40.84442811750036,,
32,0.0434595040506779,0.10349853334984388,178.92138286977197,45.20673709619811,,
33,0.04013054961658681,0.09933107688632221,217.1660154673156,38.04562826144215,,
34,0.0403752692953956,0.09879090710358765,194.62445541311567,41.54389302028586,,
35,0.04192392763522194,0.09975848472582989,164.8381716743087,47.17092111047668,,
36,0.04101325618797172,0.10139166457296882,197.80873453597107,41.32416338129743,,
37,0.04046304522717749,0.0985038021856291,188.2666147461878,42.776684774675836,,
38,0.04093545561838653,0.09987785630403866,186.0525275830066,43.44435515184282,,
39,0.04098014341921824,0.1006581918927149,190.40561634552995,41.81731505664595,,
40,0.04012506449726533,0.09808964465119512,205.39095294544177,39.57639118059333,,
41,0.04034874382839845,0.09924058385497163,199.5050309650732,40.39473781427645,,
