Paste volume per aperture,Stencil thickness,Paste viscosity,Ambient RH,Ambient temperature,mech causes,root causes,board_number,hour_of_day,stencil_batch,Defect
0.040794827292156464,102.39256487845988,195.4277337673662,44.66345308919339,20.922273305464543,,,0,6.0,0,No Defect
0.039625340968527906,103.2847115875552,232.77590127649395,37.47359347187666,20.727445756491914,,,1,6.005,0,No Defect
0.039258452718364166,100.46157785022851,199.4294671566223,38.85198652833267,22.372842316834348,,,2,6.01,0,No Defect
0.039100244131215954,99.64551858832301,192.16950348901733,41.261100531145175,22.11376441452729,,,3,6.015,0,No Defect
0.04234528779820782,103.83336481736214,179.00160279077082,41.774673532338106,22.800794216957183,,,4,6.02,0,No Defect
0.04017749504636338,100.55447064981895,182.1386859481542,43.29121221755602,22.148909596678973,,,5,6.025,0,No Defect
0.03903716688084763,103.01963145599501,237.21499463687815,33.374592095960026,21.659576977989584,,,6,6.03,0,No Defect
0.03804644211047689,100.05501497182306,207.02916223241243,30.4654170623636,24.355108430940316,,,7,6.035,0,No Defect
0.04118167237347176,103.14304329090436,193.1911866752797,40.26376391683537,22.36889897721435,,,8,6.04,0,No Defect
0.038848126594613175,100.05051907761175,207.23747521697254,43.10000371779122,20.66177314810187,,,9,6.045,0,No Defect
0.040518589579668286,101.81007431614155,186.00050163249566,40.28016413621134,22.802443404890028,,,10,6.05,0,No Defect
0.041490206894305146,102.23504077562917,173.38522898525585,43.14197503492333,22.751504152574068,,,11,6.055,0,No Defect
0.039233239561166484,100.76265806688565,196.50898693882303,35.21917062473104,23.633387632735445,,,12,6.06,0,No Defect
0.042170215168801074,103.83398677226891,188.12669013739804,45.755136221308256,21.0945339292493,,,13,6.065,0,No Defect
0.04057829455589723,104.174865482336,220.3501231120115,38.63062751852536,21.184690267209167,,,14,6.07,0,No Defect
0.04131518407117827,103.16825934734126,189.77558867227802,40.532771607252705,22.516093820564922,,,15,6.075,0,No Defect
0.03964848754416539,101.82546104883647,216.82795153646973,42.2882130056065,20.334775509079524,,,16,6.08,0,No Defect
0.039197103223544125,102.04359077826994,222.76630585089507,37.281259871521804,21.43074623077325,,,17,6.085,0,No Defect
0.04015534062238759,103.0643965099398,210.53968058905727,35.59333497232172,22.682851378491822,,,18,6.09,0,No Defect
0.03765812667868947,99.75961580517922,223.97669546410236,37.42263455641211,21.306394868541926,,,19,6.095,0,No Defect
0.03773516561289531,98.97499785654153,208.35409992274165,36.64577636993554,22.49600976547996,,,20,6.1,0,No Defect
0.04064655022706417,104.65412194900186,226.6697002574106,37.04202898938155,21.280228726331924,,,21,6.105,0,No Defect
0.0369296390689125,98.64101242954186,223.1141708553728,39.49872707858611,20.749080081080198,,,22,6.11,0,No Defect
0.04048252713580035,102.18171894974924,189.16072505918012,38.6350069142039,23.117216265096083,,,23,6.115,0,No Defect
0.04126578591865343,101.9134505694264,183.65700910232417,45.899310612519955,21.348469440970266,,,24,6.12,0,No Defect
0.043505102286892305,104.05348717703038,154.24842988463763,44.778094100342294,23.496424955255232,,,25,6.125,0,No Defect
0.0375186742546221,99.33998550294056,213.83501833836755,34.65563345738756,22.750090923638677,,,26,6.13,0,No Defect
0.042480159179463475,103.27581701045894,166.7383413772862,44.60317689894008,22.776319619135734,,,27,6.135,0,No Defect
0.040363974657857994,103.66938972416231,209.3114336895493,33.08426609844233,23.51416947711545,,,28,6.14,0,No Defect
0.041251049828867466,101.50041144260969,163.01011187927597,41.224459461944534,23.98664560797379,,,29,6.145,0,No Defect
0.040400831248189675,102.55071656124603,198.7270145755273,38.00378216301761,22.73222102572183,,,30,6.15,0,No Defect
0.038856915995254135,102.8306536435921,241.5606548087439,34.34371058581829,21.166468902736263,,,31,6.155,0,No Defect
0.038440343227659546,101.11804366232394,231.11371154257648,38.717734774015234,20.528682336478425,,,32,6.16,0,No Defect
0.04066051982699062,103.37837950969515,219.09116128729787,43.776136563372276,19.808379275064752,,Ambient temperature low,33,6.165,0,No Defect
0.038576625326362766,99.32766196623653,197.09875909482378,40.49544486765418,22.099280365305162,,,34,6.17,0,No Defect
0.041323634162551484,103.06779944719449,198.45478234186004,45.17304564861372,20.676330580214675,,,35,6.175,0,No Defect
0.04100117437926826,101.69965167895946,172.4686949229073,40.69884200472952,23.574271333396833,,,36,6.18,0,No Defect
0.041142522466648464,103.43736577152974,198.62167293267518,39.03217972666194,22.463015123530813,,,37,6.185,0,No Defect
0.0392854999840305,102.04010834244849,220.49167619095638,36.42022563534176,21.872408703292393,,,38,6.19,0,No Defect
0.04061657347126924,101.28013681519298,181.8901722965837,43.256343892228614,22.25473936806531,,,39,6.195,0,No Defect
0.0405725207487434,102.96969722355692,210.90554599346044,43.46142991064299,20.415073629410188,,,40,6.2,0,No Defect
0.03849932011706659,100.84134588661684,222.60126865135211,39.09898628807063,20.958028143103128,,,41,6.205,0,No Defect
0.04091352210518111,103.99871576143175,216.91067401316846,41.69162941614848,20.571602134915953,,,42,6.21,0,No Defect
0.0412144800922174,102.00713576164772,176.95543119710243,41.987569807368224,22.943034468717904,,,43,6.215,0,No Defect
0.04370384815826714,103.18046077377105,145.64571544538063,48.65820783486717,22.940944904625177,,Paste viscosity low,44,6.22,0,No Defect
0.041742506528216775,103.53808421551031,181.75934799823676,38.02828753781625,23.81345430191481,,,45,6.225,0,No Defect
0.03883128892412284,100.80968554926208,212.59791532356124,37.603924386212,22.02483077096698,,,46,6.23,0,No Defect
0.0410143784647588,100.29943909163151,160.57553066834276,45.69147395915488,22.874694670523436,,,47,6.235,0,No Defect
0.03873183176141135,100.310596551281,210.58903748395898,41.19926807593175,21.099211097068373,,,48,6.24,0,No Defect
0.03946474101876368,100.60972323368483,192.6418737581291,40.642841701652735,22.36864906632022,,,49,6.245,0,No Defect
0.03798237080004242,100.7992694450763,242.16042586007546,42.58640408594228,18.756269089652292,,Ambient temperature low,50,6.25,0,No Defect
0.03922514296286324,102.45968048364641,222.37045231569286,34.68173808490299,22.290900858856276,,,51,6.255,0,No Defect
0.03851675328299924,100.15789160647216,191.85489024217316,28.40920969907964,25.99329999655298,,Ambient RH low,52,6.26,0,No Defect
0.03800333426839748,101.67519181632935,233.42734485136882,29.49858722634444,23.122504655926367,,Ambient RH low,53,6.265,0,No Defect
0.042306282876501726,102.29141199785533,165.90328168302182,49.176078037588184,21.55610349982858,,,54,6.27,0,No Defect
0.040739444307995115,102.68723116497326,194.2325793176603,38.77122353672402,22.845339771510623,,,55,6.275,0,No Defect
