Paste volume per aperture,Stencil thickness,Paste viscosity,Ambient RH,Ambient temperature,mech causes,root causes,board_number,hour_of_day,stencil_batch,Defect
0.04099353411519558,102.54969301158295,194.28466720920775,45.829316361491735,20.65284163183068,,,0,6.0,0,No Defect
0.03953167621065988,103.66512639795208,240.96987659561745,36.841991839845825,20.408740169291345,,,1,6.005,0,No Defect
0.03907306589795521,100.13645922629372,199.2868339457779,38.564983160415835,22.46491841599924,,,2,6.01,0,No Defect
0.03887530516401995,99.11663514891185,190.21187936127166,41.57637566393147,22.140503157970983,,,3,6.015,0,No Defect
0.04293160974775978,104.35169293521076,173.75200348846354,42.21834191542263,22.998722105412682,,,4,6.02,0,No Defect
0.040221868807954225,100.25332522578178,177.67335743519274,44.11401527194502,22.18329759999179,,,5,6.025,0,No Defect
0.03879645860105954,103.33502623350184,246.51874329609768,31.718240119950032,21.571062673053966,,,6,6.03,0,No Defect
0.03755805263809611,99.6295056282869,208.78645279051557,28.0817713279545,24.93990741313856,,Ambient RH low,7,6.035,0,No Defect
0.0414770904668397,103.48979102713852,191.48898334409964,40.32970489604422,22.456575598325507,,,8,6.04,0,No Defect
0.03856015824326647,99.62438576052277,209.0468440212157,43.875004647239024,20.322097893704214,,,9,6.045,0,No Defect
0.04064823697458536,101.82407980868503,182.50062704061958,40.350205170264175,22.997364876861013,,,10,6.05,0,No Defect
0.04186275861788143,102.35553788304455,166.73153623156983,43.92746879365416,22.933119555018077,,,11,6.055,0,No Defect
0.03904154945145811,100.51530949711514,195.63623367352878,34.023963280913804,24.034902231131053,,,12,6.06,0,No Defect
0.042712768961001346,104.35472037884422,185.15836267174757,47.19392027663532,20.86076301102342,,,13,6.065,0,No Defect
0.04072286819487154,104.78106876642808,225.4376538900144,38.2882843981567,20.97288592704235,,,14,6.07,0,No Defect
0.04164398008897283,103.52306109768466,187.21948584034752,40.66596450906588,22.63656744760617,,,15,6.075,0,No Defect
0.039560609430206735,101.84481322455368,221.03493942058716,42.86026625700813,19.909346223400263,,Ambient temperature low,16,6.08,0,No Defect
0.03899637902943015,102.11772538634553,228.45788231361885,36.601574839402254,21.278735877932363,,,17,6.085,0,No Defect
0.04019417577798449,103.39398255093283,213.17460073632157,34.49166871540215,22.843293153242733,,,18,6.09,0,No Defect
0.03707265834836184,99.26325666998211,229.97086933012793,36.77829319551514,21.122147945698522,,,19,6.095,0,No Defect
0.03716895701611914,98.282734234185,210.44262490342706,35.80722046241942,22.608591586979756,,,20,6.1,0,No Defect
0.04080818778383021,105.38188934976041,233.33712532176327,36.30253623672693,21.088289899354134,,Stencil thickness high,21,6.105,0,No Defect
0.036162048836140624,97.86575245043541,228.892713569216,39.373408848232636,20.423778296285544,,,22,6.11,0,No Defect
0.04060315891975043,102.29188560069463,186.45090632397515,38.293758642754874,23.38337232297473,,,23,6.115,0,No Defect
0.041582232398316786,101.95680012529108,179.57126137790522,47.37413826564994,21.171862183647363,,,24,6.12,0,No Defect
0.04438137785861538,104.63209588479606,142.81053735579707,45.972617625427866,23.85622956248204,Paste volume per aperture high,Paste viscosity low,25,6.125,0,Solder Bridging
0.03689834281827763,98.74046879218378,217.29377292295945,33.31954182173445,22.92273460507709,,,26,6.13,0,No Defect
0.043100198974329346,103.66050817658176,158.42292672160775,45.75397112367509,22.95494265369081,,,27,6.135,0,No Defect
0.040454968322322496,104.15272406871097,211.6392921119366,31.355332623052913,23.876676753524595,,,28,6.14,0,No Defect
0.041563812286084335,101.4417512167702,153.76263984909497,41.530574327430664,24.46669329356418,,,29,6.145,0,No Defect
0.04050103906023709,102.75488261506563,198.40876821940913,37.50472770377201,22.898083542314843,,,30,6.15,0,No Defect
0.03857114499406767,103.10505396799822,251.95081851092988,32.929638232272865,20.940313966239604,,Paste viscosity high,31,6.155,0,No Defect
0.03805042903457443,100.96454149141302,238.8921394282206,38.39716846751904,20.142500938157966,,,32,6.16,0,No Defect
0.04082564978373828,103.79021130062704,223.86395160912232,44.72017070421535,19.24154189420896,,Ambient temperature low,33,6.165,0,No Defect
0.03822078165795346,98.72706437130374,196.37344886852972,40.61930608456772,22.104587643899183,,,34,6.17,0,No Defect
0.04165454270318935,103.4024862225012,198.06847792732506,46.46630706076716,20.32531940449227,,,35,6.175,0,No Defect
0.04125146797408532,101.6925515122074,165.58586865363412,40.8735525059119,23.9471639439882,,,36,6.18,0,No Defect
0.04142815308331058,103.86494412792025,198.27709116584396,38.79022465832742,22.557511886732144,,,37,6.185,0,No Defect
0.03910687498003812,102.11862234156868,225.6145952386955,35.5252820441772,21.81867167456573,,,38,6.19,0,No Defect
0.04077071683908655,101.1689079324993,177.36271537072963,44.07042986528577,22.29600242771618,,,39,6.195,0,No Defect
