,latent Paste volume per aperture,latent Stencil thickness,latent Paste viscosity,latent Ambient RH
0,-0.2843624137595991,-0.10942332005468583,0.3041318212602427,-0.2156585321929304
1,0.5957406680273241,-0.38700524208954823,-1.1337964558096298,1.0642969649703444
2,-1.2880451614970023,-1.5643204042615482,0.24239994445390503,-0.3979884306405127
3,-0.8094891692734264,-0.5609748213069713,0.44348182860601054,-0.7562586219588839
4,-0.6405247613364414,0.6797452488861032,1.6048921783472554,-1.1004349152702182
5,-1.9522006584041829,-2.3212093834652117,0.4731675357915262,-0.5366958459520352
6,1.2605706575542437,-0.5347179554992398,-2.080732844532252,2.1271865035743303
7,1.1705004833804886,-0.26249631660978895,-1.6377424836375263,1.9291345505843052
8,-0.6770512275493147,0.04881916758488062,1.0764176858691876,-0.639231866682041
9,-0.5969665039818498,-1.9809405088604874,-1.0527353990753192,0.7940288645802352
10,0.13077940394437995,0.168034152851521,-0.07454480127927751,-0.06992193353826205
11,0.9812850388371733,0.6933899884014046,-0.4841699253167851,0.978749078666294
12,-1.0348797957714648,-1.4045772954541857,0.1711122283784741,-0.004611447730468804
13,0.16692211681373534,0.4019171871531077,0.18552164670763246,-0.0468853854834077
14,-0.7691038573857873,-1.581633557668671,-0.6173564998021893,-0.017846449411665338
15,1.8949128142929743,-0.20963029374963754,-2.4948660444438047,2.8789327428807003
16,-1.296170057616834,-1.2389097597469265,0.7687305085230093,-0.28454557949959275
17,0.9175493433086438,1.459670380792147,0.21856498224628199,0.1395773596486059
18,0.5367101408843247,0.8292851757906718,0.1303463841709069,0.1453186320917307
19,-0.3461610124471205,-2.3560734836700465,-1.750935591658186,1.365043802867384
20,1.3112973047565901,2.7530874781857375,0.682405673208217,-0.759036984305798
21,-1.4062867175984195,0.060853471261642644,1.722554984263712,-2.135300230370601
22,-0.5112944434307565,-1.0901058166756403,-0.08150658482427171,0.6617916389056254
23,-0.5763796009193481,0.4297350533443469,1.0402823083571355,-1.2632946431784038
24,0.7887324129007245,-0.426429838919554,-1.494296738461014,1.2134414614819566
25,-1.701039405585055,-0.6427727765798128,1.580817737093462,-1.7392939309993722
26,-1.0772774232879039,-0.9040372927686305,0.6587802196277016,-0.5049761937516767
27,0.789382218122806,1.3852079408632452,0.21225154095617904,-0.14986794768924275
28,0.32632857757019607,-0.5960954834131019,-0.9435250779852121,0.9419731133662806
29,-0.28452927943306294,-0.2850572443026388,0.002448890699699995,-0.32422378550297315
30,-0.40225421453258964,0.9627923404329068,1.192663671198958,-1.659702401276524
31,0.7985506497049591,0.8998971149229884,-0.24230741399392153,0.2533284352501077
32,2.479576690908633,2.0991200099063194,-1.2647170278136812,1.562021128859432
33,-0.9435251946819349,-0.4013538682066753,1.0299609280389352,-0.5863115215673564
34,-0.2014913365530608,-0.7254557378474124,-0.32253267521305923,0.46316790608575764
35,1.5450230007213483,-0.144909164502072,-2.109709699541477,2.1512763331430027
36,0.7402563137878498,0.8349987437812862,-0.13147592784173504,0.3972490143892287
37,-0.026182677339837906,-0.8977186886225424,-0.7040031152287326,0.8330054324027512
38,0.652518108261696,-0.07328621757680638,-0.8368483450196043,1.0333065455528454
39,0.7034684033190446,0.39491513562893155,-0.5756630192682031,0.5451945169937867
40,-0.9697335604162831,-1.146213209282931,0.3234571767265066,-0.12708264582200046
41,-0.2601232402349013,-0.4556496870170221,-0.029698142095607834,0.1184213442829365
42,-1.1594935380697147,0.03818190771805867,1.821257580549461,-1.0241175615765872
43,-0.0912445099633809,0.8521498509853193,0.7765771277267209,-1.0146750256817487
44,1.5567458967127916,1.125347852737044,-0.9726605793432682,1.1306352252810146
45,-1.2968574164904798,0.24647260258862996,1.870977119378723,-1.9306478950126196
46,0.7688019765604577,-0.21709749312748805,-1.117842491655261,1.3006714782728643
47,-0.7877592335382396,-0.2581821580022245,0.6602734281419895,-1.0275666895669084
48,-0.258118070214336,-1.6232723334835242,-0.739890583610816,1.6933026151750818
49,1.0221960198372404,0.12907059530868695,-1.1850977991783318,1.2516207086492483
50,-1.5246110889966251,-0.5183513180660282,1.5046758356558156,-1.5434830214575495
51,-0.40400237393120936,-0.15430589634690065,0.5231370672001582,-0.1485476207804479
52,0.7906438173584728,0.03363478401839832,-1.0018701306249207,0.9776538333362523
53,0.34566767504960005,0.01383815461772326,-0.46264586071339836,0.38606655612901924
54,-2.460452805934298,-1.2413267443654845,2.063592081568239,-2.156428041856757
55,0.003118802530804443,-1.1213289290856112,-0.8820699198221152,1.1637837900907486
56,-1.1673468407196346,-0.16072592782413356,1.2948595305722614,-1.5004021672742116
57,0.537699840086826,0.19602390647788798,-0.7329443839141471,0.15556434118409182
58,1.037754190985393,0.36624374675404076,-1.0880636038898124,0.9054823904557118
59,1.1396448144775937,1.2423562412632116,-0.4506991706475005,0.2777535839647516
60,0.22921272493097392,0.2949000247618275,-0.2029342069402295,-0.2510243514993306
61,-0.19691185490092503,0.3334948382161886,0.7096633345897464,-0.25753549818369575
62,-1.5401742249443922,-0.30849266845172946,1.6089981018708552,-1.9220344075814735
63,-0.7542250235369143,0.851524000239954,1.5798414164148935,-1.9660820554675067
64,-0.07521940935838843,-1.6205600179488697,-1.440618924269102,1.104306954528314
65,-0.41128093530294324,-0.11950346502259603,0.5931588308349162,-0.1351032192085645
66,0.9293274456874291,-0.25858227155467245,-1.4553554159575048,1.3792843499397915
67,-1.3042487942836076,-1.1227072155763547,0.6560748537440049,-0.7929036219339088
68,-0.7903425860623146,-0.9415429813216567,0.03206244578972139,-0.4943137897215867
69,-1.5251225254910463,-0.3170722365976688,1.7338101827003818,-1.6272930425501921
70,-0.9106858470857239,-0.834364527650198,0.5456420663712195,-0.27734354065194644
