Paste volume per aperture,Stencil thickness,Paste viscosity,Ambient RH,Ambient temperature,mech causes,root causes,board_number,hour_of_day,stencil_batch,Defect
0.04086394270886572,102.94721814215487,195.0301453993111,45.068970749123245,20.47855794072233,,,0,6.0,0,No Defect
0.03959276192231294,103.91712978247585,235.625979648363,37.25390594769202,20.265386557854004,,,1,6.003125,0,No Defect
0.039193970346048004,100.84869311146858,199.37985560502426,38.752159269926814,22.052457415103678,,,2,6.00625,0,No Defect
0.03902200449045213,99.96185913113652,191.48859074893187,41.37076144689693,21.76944598124289,,,3,6.009375,0,No Defect
0.042549225867617196,104.51405285835297,177.1756552073596,41.92899296993272,22.51481113738406,,,4,6.0125,0,No Defect
0.04019292939822106,100.95022441537125,180.5855282045154,43.57740458430002,21.804833183303856,,,5,6.015625,0,No Defect
0.038953442261790906,103.62993398730174,240.45108112704145,32.798469669521765,21.27154084458828,,,6,6.01875,0,No Defect
0.037876567511387925,100.40771172189746,207.6403937308831,29.636322893873476,24.200055940037426,,Ambient RH low,7,6.021875,0,No Defect
0.04128442649290409,103.76445119915972,192.59911595139098,40.28669990960367,22.039720888054077,,,8,6.025,0,No Defect
0.03874796368979693,100.40319879340689,207.86682088801365,43.369569258468715,20.182736269660133,,,9,6.028125,0,No Defect
0.0405636843257264,102.31594579180886,184.78315394836486,40.304526235012325,22.508137372398732,,,10,6.03125,0,No Defect
0.04161979010250559,102.77805281299104,171.0709010709303,43.41519025535144,22.451352900889834,,,11,6.034375,0,No Defect
0.039166564740398355,101.17782378174807,196.20542058567722,34.80344633122939,23.408504860393343,,,12,6.0375,0,No Defect
0.04235892953130552,104.51641150499076,187.09422841021527,46.2555828492481,20.647462910839035,,,13,6.040625,0,No Defect
0.04062858103901873,104.88711879854193,222.1196990347951,38.51155165057104,20.74403925696202,,,14,6.04375,0,No Defect
0.041429547903454635,103.79316865180854,188.88650942638915,40.57909957310076,22.189796047909272,,,15,6.046875,0,No Defect
0.03961792124365803,102.3337922403903,218.29125167007578,42.48718804957228,19.817375591322996,,Ambient temperature low,16,6.05,0,No Defect
0.03912728611254796,102.57107672890493,224.74598462053814,37.04484768643674,21.007224519040875,,,17,6.053125,0,No Defect
0.04016884850259521,103.6808351328939,211.4561745533231,35.21014670904535,22.366783479017982,,,18,6.05625,0,No Defect
0.03745448552031464,100.08886914945849,226.06162550445907,37.198515822187076,20.86920890558271,,,19,6.059375,0,No Defect
0.03753822349227751,99.23621050963492,209.0805433942844,36.35410474992993,22.160841089859378,,,20,6.0625,0,No Defect
0.040702771985939315,105.40935843622223,228.98880462762023,36.78481411889298,20.837911184355008,aperture overfill,Stencil thickness high,21,6.065625,0,Solder Bridging
0.03666265116186141,98.87355678463527,225.12409875584,39.45513812889794,20.259145638271075,,,22,6.06875,0,No Defect
0.04052448601717429,102.72233778486067,188.21817941215232,38.51631186326511,22.831775363191028,,,23,6.071875,0,No Defect
0.0413758542594059,102.43092867581412,182.235879459048,46.41229414404343,20.907791843765565,,,24,6.075,0,No Defect
0.04380989379010033,104.7572423797315,150.27003248330178,45.19358054385032,23.24109219938917,,,25,6.078125,0,No Defect
0.03730290679850228,99.63405795137298,215.0380634112691,34.190905931943,22.42842438547555,,,26,6.08125,0,No Defect
0.042695825195068995,103.91232263345819,163.84602323618066,45.00345315102182,22.455497398014398,,,27,6.084375,0,No Defect
0.040395624628106516,104.34030601791838,210.12112357559704,32.48289793308949,23.256070409469736,,,28,6.0875,0,No Defect
0.04135983677050812,101.98290788579595,159.79359986877824,41.33093419776579,23.76819245646795,,,29,6.090625,0,No Defect
0.0404356861393366,103.12473084083547,198.61632019079053,37.83019800328001,22.40324725348059,,,30,6.09375,0,No Defect
0.0387575173861458,103.42919723468988,245.17462479211295,33.85185933241119,20.699901295814065,,,31,6.096875,0,No Defect
0.03830472089962994,101.56785160287666,233.81925167671355,38.60623345001656,20.005212301695533,,,32,6.1,0,No Defect
0.04071795633368546,104.02492535001929,220.751262268802,44.104496264535086,19.22083021832771,,Ambient temperature low,33,6.103125,0,No Defect
0.0384528536156117,99.62215845495555,196.84647727698237,40.53852703005889,21.70949488280018,,,34,6.10625,0,No Defect
0.04143873278538204,103.68771223860551,198.3204155889783,45.62287570501492,20.16136387808026,,,35,6.109375,0,No Defect
0.041088233020943755,102.20078205574136,170.07466839446445,40.759610874706006,23.309851787777617,,,36,6.1125,0,No Defect
0.04124187224635703,104.08978867810036,198.5018184050817,38.948021442023844,22.100515679282346,,,37,6.115625,0,No Defect
0.03922336954785924,102.57121755953376,222.27356107712652,36.10894090798018,21.457102026505243,,,38,6.11875,0,No Defect
0.04067018855572743,101.74534850816909,180.31540467019968,43.53950423068328,21.871227458477016,,,39,6.121875,0,No Defect
0.04062230516167761,103.58201416943426,211.85385434071787,43.7624238159163,19.870138187031962,,Ambient temperature low,40,6.125,0,No Defect
0.03836882621420281,101.26877575971676,224.56659636016536,39.02063726964198,20.458852319893328,,,41,6.128125,0,No Defect
0.04099295880997947,104.70088649321124,218.3811674056179,41.83872762624835,20.037369019130146,,,42,6.13125,0,No Defect
0.04132008705675804,102.53631258040251,174.95155564902439,42.16040196453068,22.613556618659015,,,43,6.134375,0,No Defect
0.04402592191115993,103.81185281097135,140.919255918892,49.41109547268171,22.60982790484145,Paste volume per aperture high; aperture overfill,Paste viscosity low,44,6.1375,0,Solder Bridging
0.041894028835018235,104.20076089981838,180.17320434590954,37.85683428023505,23.556749032694626,,,45,6.140625,0,No Defect
0.03872966187404656,101.23529713215726,213.69338622126222,37.39556998501304,21.611133169306896,,,46,6.14375,0,No Defect
0.0411025852877813,100.68086837386315,157.14731594385086,46.18638473821183,22.533437229988248,,,47,6.146875,0,No Defect
0.03862155626240365,100.69318300391694,211.5098233521293,41.30355225644755,20.602101540640838,,,48,6.15,0,No Defect
0.039418196759525743,101.01850765870371,192.00203669361858,40.698740980057316,21.98046199155439,,,49,6.153125,0,No Defect
0.0378069247826548,101.22472310586836,245.82654984790813,42.81130878906769,18.052497403080796,,Ambient temperature low,50,6.15625,0,No Defect
0.03915776409006874,103.02970466953151,224.31570903879657,34.21928052706847,21.89302266124663,,,51,6.159375,0,No Defect
